Block_Number,Transaction_Hash,Previous_Block_Hash,Batch_ID,Drug_ID,Drug_Name,Supplier_ID,Event_Type,Actor_Role,Actor_ID,Timestamp,Location,Quantity_Units,Unit_Price_INR,Verification_Status,Verified_By_Nodes,Consensus_pct,Smart_Contract_ID,Anomaly_Flag,Block_Size_KB,Price_Deviation_Score,Transaction_Frequency,Geographic_Inconsistency_Score,Quantity_Deviation_Score,Event_Time_Gap_Hours,Low_Consensus_Flag,Unverified_Flag,Anomaly_Label
3225,0x2cb7b7e0b48d3c4be9e48fd50e3687a63a5522d93aaca86c06c6ad25349ce152,0x4bde52e87e3b541b5f95f5392b861bd5ed50ffb07d5248c7c89874a3d8da394d,BAT000807,DRG0807,Amoxicillin 250mg Variant-806,SUP011,Production,Manufacturer,ACT1693,2024-11-03,Kolkata Cold Chain,4542,6279.84,Verified,Node_Hyderabad|Node_Chennai|Node_Mumbai|Node_Delhi|Node_Bengaluru,100.0,SC-SUP011-DRG0807,No,1.69,0.0,1,2,0.0,0.0,0,0,0
3226,0x8ca6c808381f54df721d1f0ccc2b79ac8fc3cf91ca7291fc89d6ca015a5fae3b,0x2cb7b7e0b48d3c4be9e48fd50e3687a63a5522d93aaca86c06c6ad25349ce152,BAT000807,DRG0807,Amoxicillin 250mg Variant-806,SUP011,Quality_Check,QC_Inspector,ACT8493,2024-11-06,Delhi Cold Hub,4542,6279.84,Verified,Node_Delhi|Node_Chennai|Node_Hyderabad,60.0,SC-SUP011-DRG0807,No,8.17,0.0,1,2,0.0,72.0,1,0,0
3227,0xe5f7a4172360881b5611b387d8da867e910a258ed3c51980a5497307c1f26da2,0x8ca6c808381f54df721d1f0ccc2b79ac8fc3cf91ca7291fc89d6ca015a5fae3b,BAT000807,DRG0807,Amoxicillin 250mg Variant-806,SUP011,Dispatch,Logistics_Manager,ACT8248,2024-11-10,Hyderabad Depot,4542,6279.84,Verified,Node_Bengaluru|Node_Mumbai|Node_Delhi|Node_Hyderabad|Node_Chennai,100.0,SC-SUP011-DRG0807,No,5.76,0.0,1,2,0.0,96.0,0,0,0
3228,0x5413631b32c3a2fd3386f5bc2eca24cbff73184867c5e63f67e056f3227cf9f4,0xe5f7a4172360881b5611b387d8da867e910a258ed3c51980a5497307c1f26da2,BAT000807,DRG0807,Amoxicillin 250mg Variant-806,SUP011,Received,Distributor,ACT1605,2024-11-15,Delhi Cold Hub,4542,6279.84,Verified,Node_Bengaluru|Node_Hyderabad|Node_Delhi,60.0,SC-SUP011-DRG0807,No,3.76,0.0,1,2,0.0,120.0,1,0,0
3229,0x78bfc281b61d85485af3d6e9a050fe67aa4cc964eba30c86cf5e8c7b4c0a1294,0x5413631b32c3a2fd3386f5bc2eca24cbff73184867c5e63f67e056f3227cf9f4,BAT000808,DRG0808,Amoxicillin 250mg Variant-807,SUP017,Production,Manufacturer,ACT5860,2025-08-02,Chennai Port,4106,10990.55,Verified,Node_Chennai|Node_Mumbai|Node_Hyderabad|Node_Delhi|Node_Bengaluru,100.0,SC-SUP017-DRG0808,No,2.63,0.0,2,2,0.0,0.0,0,0,0
3230,0xf2ce8d035e803abeeb3139816fa86bfe4481d4a9822c0b6005f11b468e7716af,0x78bfc281b61d85485af3d6e9a050fe67aa4cc964eba30c86cf5e8c7b4c0a1294,BAT000808,DRG0808,Amoxicillin 250mg Variant-807,SUP017,Quality_Check,QC_Inspector,ACT8148,2025-08-07,Chennai Port,4106,10990.55,Verified,Node_Delhi|Node_Bengaluru|Node_Mumbai|Node_Hyderabad|Node_Chennai,100.0,SC-SUP017-DRG0808,No,8.41,0.0,2,2,0.0,120.0,0,0,0
3231,0xa6e4a7e6a411f0e148e1b0be73d550b1e487b1dd05ac4b76a5811e764b54a597,0xf2ce8d035e803abeeb3139816fa86bfe4481d4a9822c0b6005f11b468e7716af,BAT000808,DRG0808,Amoxicillin 250mg Variant-807,SUP017,Dispatch,Logistics_Manager,ACT7043,2025-08-08,Mumbai Warehouse,4106,10990.55,Verified,Node_Bengaluru|Node_Hyderabad|Node_Chennai|Node_Mumbai|Node_Delhi,100.0,SC-SUP017-DRG0808,No,7.65,0.0,1,2,0.0,24.0,0,0,0
3232,0x17da3576b7cdc03d06d3e21f4df48c4b6314bb3e74be2c5642f69d3d92ff9b9c,0xa6e4a7e6a411f0e148e1b0be73d550b1e487b1dd05ac4b76a5811e764b54a597,BAT000808,DRG0808,Amoxicillin 250mg Variant-807,SUP017,Received,Distributor,ACT7150,2025-08-13,Delhi Cold Hub,4106,10990.55,Verified,Node_Bengaluru|Node_Chennai|Node_Delhi|Node_Hyderabad,80.0,SC-SUP017-DRG0808,No,4.66,0.0,1,2,0.0,120.0,0,0,0
3233,0xa30eddba759a9843e9547756db571bfd26e67dd5ef2a0a3b06b1128e25b49e23,0x17da3576b7cdc03d06d3e21f4df48c4b6314bb3e74be2c5642f69d3d92ff9b9c,BAT000809,DRG0809,Amoxicillin 250mg Variant-808,SUP003,Production,Manufacturer,ACT2815,2025-09-14,Ahmedabad Hub,2126,11412.4,Verified,Node_Bengaluru|Node_Mumbai|Node_Chennai|Node_Hyderabad,80.0,SC-SUP003-DRG0809,No,2.69,0.0,1,3,0.0,0.0,0,0,0
3234,0xf98199162ea2591205bcbaf340631c76c9fe5d4d4e2cbd281503b48c1d6ffcdb,0xa30eddba759a9843e9547756db571bfd26e67dd5ef2a0a3b06b1128e25b49e23,BAT000809,DRG0809,Amoxicillin 250mg Variant-808,SUP003,Quality_Check,QC_Inspector,ACT5716,2025-09-19,Hyderabad Depot,2126,11412.4,Verified,Node_Chennai|Node_Mumbai|Node_Delhi,60.0,SC-SUP003-DRG0809,No,3.21,0.0,2,3,0.0,120.0,1,0,0
3235,0xaccabd50ed2fb29cfbffcc5b5ede59f1c5c2c8df5bf6616f725aeace1865bc89,0xf98199162ea2591205bcbaf340631c76c9fe5d4d4e2cbd281503b48c1d6ffcdb,BAT000809,DRG0809,Amoxicillin 250mg Variant-808,SUP003,Dispatch,Logistics_Manager,ACT3658,2025-09-24,Lucknow Store,2126,11412.4,Verified,Node_Hyderabad|Node_Delhi|Node_Chennai|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP003-DRG0809,No,2.68,0.0,2,3,0.0,120.0,0,0,0
3236,0xe1ca6da48bbde2864753c82effd3740d27682e24a8fa10b0c0aed6b9de1d3989,0xaccabd50ed2fb29cfbffcc5b5ede59f1c5c2c8df5bf6616f725aeace1865bc89,BAT000809,DRG0809,Amoxicillin 250mg Variant-808,SUP003,Received,Distributor,ACT3177,2025-09-27,Bengaluru Pharma Hub,2126,11412.4,Verified,Node_Mumbai|Node_Chennai|Node_Delhi|Node_Hyderabad|Node_Bengaluru,100.0,SC-SUP003-DRG0809,No,4.73,0.0,1,3,0.0,72.0,0,0,0
3237,0xef95579551f1ea088bbee2c6c44d64258083571fa86aae3a1b3e3dacd93cd823,0xe1ca6da48bbde2864753c82effd3740d27682e24a8fa10b0c0aed6b9de1d3989,BAT000810,DRG0810,Amoxicillin 250mg Variant-809,SUP016,Production,Manufacturer,ACT2977,2025-10-17,Pune Distribution,4145,4221.21,Verified,Node_Hyderabad|Node_Bengaluru|Node_Delhi,60.0,SC-SUP016-DRG0810,No,8.07,0.0,1,3,0.0,0.0,1,0,0
3238,0x13a38ccb13a4d1cc9803cf35e78bc47ea797608d0af3010b88f65628393fae85,0xef95579551f1ea088bbee2c6c44d64258083571fa86aae3a1b3e3dacd93cd823,BAT000810,DRG0810,Amoxicillin 250mg Variant-809,SUP016,Quality_Check,QC_Inspector,ACT1477,2025-10-18,Jaipur Depot,4145,4221.21,Verified,Node_Bengaluru|Node_Chennai|Node_Delhi,60.0,SC-SUP016-DRG0810,No,7.05,0.0,2,3,0.0,24.0,1,0,0
3239,0x4f717d0d52dea637b21818a625050eef323b218154639500db601b03680c5cb0,0x13a38ccb13a4d1cc9803cf35e78bc47ea797608d0af3010b88f65628393fae85,BAT000810,DRG0810,Amoxicillin 250mg Variant-809,SUP016,Dispatch,Logistics_Manager,ACT1839,2025-10-22,Ahmedabad Hub,4145,4221.21,Verified,Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Bengaluru,80.0,SC-SUP016-DRG0810,No,8.49,0.0,1,3,0.0,96.0,0,0,0
3240,0xa53f5e3daadf34bb6e6fdc3c9675735e863bb36a1c27180fc136eeb6d84e1cbb,0x4f717d0d52dea637b21818a625050eef323b218154639500db601b03680c5cb0,BAT000810,DRG0810,Amoxicillin 250mg Variant-809,SUP016,Received,Distributor,ACT2719,2025-10-27,Hyderabad Depot,4145,4221.21,Verified,Node_Hyderabad|Node_Mumbai|Node_Chennai,60.0,SC-SUP016-DRG0810,No,3.2,0.0,1,3,0.0,120.0,1,0,0
3241,0x36e57faf088cdcd664919d49643ba0f8be5e88c8abf269708bb040b7d8d726a8,0xa53f5e3daadf34bb6e6fdc3c9675735e863bb36a1c27180fc136eeb6d84e1cbb,BAT000811,DRG0811,Amoxicillin 250mg Variant-810,SUP016,Production,Manufacturer,ACT4833,2025-08-26,Mumbai Warehouse,2115,1109.13,Verified,Node_Chennai|Node_Delhi|Node_Mumbai|Node_Hyderabad,80.0,SC-SUP016-DRG0811,No,8.14,0.0,1,2,0.0,0.0,0,0,0
3242,0xe471cb48b0acafba1c53a294d23c16d8b63cf80352401e220671379223625ce2,0x36e57faf088cdcd664919d49643ba0f8be5e88c8abf269708bb040b7d8d726a8,BAT000811,DRG0811,Amoxicillin 250mg Variant-810,SUP016,Quality_Check,QC_Inspector,ACT9183,2025-08-31,Mumbai Warehouse,2115,1109.13,Verified,Node_Chennai|Node_Hyderabad|Node_Mumbai|Node_Bengaluru|Node_Delhi,100.0,SC-SUP016-DRG0811,No,2.64,0.0,1,2,0.0,120.0,0,0,0
3243,0xde694f6029414157d02d323645469084baecb85acaab3429b022ddf6876adf94,0xe471cb48b0acafba1c53a294d23c16d8b63cf80352401e220671379223625ce2,BAT000811,DRG0811,Amoxicillin 250mg Variant-810,SUP016,Dispatch,Logistics_Manager,ACT2496,2025-09-02,Pune Distribution,2115,1109.13,Verified,Node_Chennai|Node_Mumbai|Node_Hyderabad|Node_Delhi,80.0,SC-SUP016-DRG0811,No,2.54,0.0,1,2,0.0,48.0,0,0,0
3244,0xfd722b19e7449793ae4d3a245f6813c5d35ec5345b8d22d7290772aa39271d6e,0xde694f6029414157d02d323645469084baecb85acaab3429b022ddf6876adf94,BAT000811,DRG0811,Amoxicillin 250mg Variant-810,SUP016,Received,Distributor,ACT1522,2025-09-03,Ahmedabad Hub,2115,1109.13,Verified,Node_Chennai|Node_Delhi|Node_Hyderabad,60.0,SC-SUP016-DRG0811,No,7.6,0.0,1,2,0.0,24.0,1,0,0
3245,0xc25a740d504191a17c88ffb2f14fccae9c3dc94bd6f1bc6a56a14fe87f88c8fd,0xfd722b19e7449793ae4d3a245f6813c5d35ec5345b8d22d7290772aa39271d6e,BAT000812,DRG0812,Amoxicillin 250mg Variant-811,SUP020,Production,Manufacturer,ACT6977,2024-09-26,Mumbai Warehouse,827,8207.47,Verified,Node_Mumbai|Node_Hyderabad|Node_Bengaluru,60.0,SC-SUP020-DRG0812,No,7.83,0.0,2,2,0.0,0.0,1,0,0
3246,0x38f50133a9703b903f300ec6a611f563b653a8ff4639520de4cbcc31521ed53b,0xc25a740d504191a17c88ffb2f14fccae9c3dc94bd6f1bc6a56a14fe87f88c8fd,BAT000812,DRG0812,Amoxicillin 250mg Variant-811,SUP020,Quality_Check,QC_Inspector,ACT5317,2024-09-28,Hyderabad Depot,827,8207.47,Verified,Node_Delhi|Node_Chennai|Node_Hyderabad,60.0,SC-SUP020-DRG0812,No,3.13,0.0,2,2,0.0,48.0,1,0,0
3247,0xc8b6d6b1eba7844cea96388d17a38e59d57dfb57aa6fbe9689150eff558a5fb2,0x38f50133a9703b903f300ec6a611f563b653a8ff4639520de4cbcc31521ed53b,BAT000812,DRG0812,Amoxicillin 250mg Variant-811,SUP020,Dispatch,Logistics_Manager,ACT4451,2024-10-01,Bengaluru Pharma Hub,827,8207.47,Verified,Node_Mumbai|Node_Delhi|Node_Bengaluru,60.0,SC-SUP020-DRG0812,No,7.01,0.0,1,2,0.0,72.0,1,0,0
3248,0x316664530b1b9b97564bdc97804256ab824facef4a5096310e63283fc922108b,0xc8b6d6b1eba7844cea96388d17a38e59d57dfb57aa6fbe9689150eff558a5fb2,BAT000812,DRG0812,Amoxicillin 250mg Variant-811,SUP020,Received,Distributor,ACT4323,2024-10-05,Bengaluru Pharma Hub,827,8207.47,Verified,Node_Mumbai|Node_Delhi|Node_Hyderabad,60.0,SC-SUP020-DRG0812,No,2.94,0.0,1,2,0.0,96.0,1,0,0
3249,0xc6a617a9edabc6d0d5837bd2c305920c546a326687b486ff9802f0ac275c673e,0x316664530b1b9b97564bdc97804256ab824facef4a5096310e63283fc922108b,BAT000813,DRG0813,Amoxicillin 250mg Variant-812,SUP004,Production,Manufacturer,ACT8922,2024-06-07,Delhi Cold Hub,4073,10827.63,Verified,Node_Bengaluru|Node_Chennai|Node_Delhi|Node_Mumbai|Node_Hyderabad,100.0,SC-SUP004-DRG0813,No,6.46,0.0,1,2,0.0,0.0,0,0,0
3250,0xa9b839568e10822f32e3b7e2c615bf9896c76ed8e2b1c0dc5f3a69f0aa963e6e,0xc6a617a9edabc6d0d5837bd2c305920c546a326687b486ff9802f0ac275c673e,BAT000813,DRG0813,Amoxicillin 250mg Variant-812,SUP004,Quality_Check,QC_Inspector,ACT8289,2024-06-10,Chennai Port,4073,10827.63,Verified,Node_Chennai|Node_Mumbai|Node_Bengaluru|Node_Delhi|Node_Hyderabad,100.0,SC-SUP004-DRG0813,No,4.71,0.0,1,2,0.0,72.0,0,0,0
3251,0x4704a6ff5cb9b70eac35c868c173351bed9f9779bdd68fc063e79b3ef81caa40,0xa9b839568e10822f32e3b7e2c615bf9896c76ed8e2b1c0dc5f3a69f0aa963e6e,BAT000813,DRG0813,Amoxicillin 250mg Variant-812,SUP004,Dispatch,Logistics_Manager,ACT5755,2024-06-11,Delhi Cold Hub,4073,10827.63,Verified,Node_Delhi|Node_Chennai|Node_Hyderabad|Node_Bengaluru|Node_Mumbai,100.0,SC-SUP004-DRG0813,No,1.49,0.0,1,2,0.0,24.0,0,0,0
3252,0xeed7fdf0fa6195844d1bf219796a3b3c6a0f98107ca35d803612e68e67972ef5,0x4704a6ff5cb9b70eac35c868c173351bed9f9779bdd68fc063e79b3ef81caa40,BAT000813,DRG0813,Amoxicillin 250mg Variant-812,SUP004,Received,Distributor,ACT1751,2024-06-12,Pune Distribution,4073,10827.63,Verified,Node_Delhi|Node_Hyderabad|Node_Mumbai,60.0,SC-SUP004-DRG0813,No,2.75,0.0,1,2,0.0,24.0,1,0,0
3253,0xa8fb4d1b594894f16857b309d0c67259e82297239a3ae55428fb3c5c8965360b,0xeed7fdf0fa6195844d1bf219796a3b3c6a0f98107ca35d803612e68e67972ef5,BAT000814,DRG0814,Amoxicillin 250mg Variant-813,SUP006,Production,Manufacturer,ACT7128,2024-11-02,Ahmedabad Hub,409,2196.22,Verified,Node_Mumbai|Node_Hyderabad|Node_Chennai,60.0,SC-SUP006-DRG0814,No,6.51,0.0,1,3,0.0,0.0,1,0,0
3254,0x4f9439ee2737d02fad0d1e7f5ae807be45d429f649ce9426a606acaa3e7f83b6,0xa8fb4d1b594894f16857b309d0c67259e82297239a3ae55428fb3c5c8965360b,BAT000814,DRG0814,Amoxicillin 250mg Variant-813,SUP006,Quality_Check,QC_Inspector,ACT6797,2024-11-05,Hyderabad Depot,409,2196.22,Verified,Node_Hyderabad|Node_Delhi|Node_Chennai|Node_Mumbai|Node_Bengaluru,100.0,SC-SUP006-DRG0814,No,2.96,0.0,1,3,0.0,72.0,0,0,0
3255,0xedcfcb2a326d52c77d0f1cea04c5355df57f3535b4eea3594618b331979f4b0e,0x4f9439ee2737d02fad0d1e7f5ae807be45d429f649ce9426a606acaa3e7f83b6,BAT000814,DRG0814,Amoxicillin 250mg Variant-813,SUP006,Dispatch,Logistics_Manager,ACT8093,2024-11-10,Lucknow Store,409,2196.22,Verified,Node_Delhi|Node_Hyderabad|Node_Mumbai,60.0,SC-SUP006-DRG0814,No,2.14,0.0,1,3,0.0,120.0,1,0,0
3256,0x188da147a20b5e2e6f523fa55dd6f69858a7065ddcc1eae02f9b2241d6b92805,0xedcfcb2a326d52c77d0f1cea04c5355df57f3535b4eea3594618b331979f4b0e,BAT000814,DRG0814,Amoxicillin 250mg Variant-813,SUP006,Received,Distributor,ACT3211,2024-11-15,Mumbai Warehouse,409,2196.22,Verified,Node_Chennai|Node_Hyderabad|Node_Mumbai|Node_Bengaluru|Node_Delhi,100.0,SC-SUP006-DRG0814,No,6.64,0.0,1,3,0.0,120.0,0,0,0
3257,0x1cc4e7a05f07c86082565a825781b4aaa055020bfcdc75b417ddb7aedc57aa04,0x188da147a20b5e2e6f523fa55dd6f69858a7065ddcc1eae02f9b2241d6b92805,BAT000815,DRG0815,Amoxicillin 250mg Variant-814,SUP015,Production,Manufacturer,ACT4884,2024-07-02,Jaipur Depot,3053,5162.53,Verified,Node_Bengaluru|Node_Mumbai|Node_Chennai|Node_Delhi|Node_Hyderabad,100.0,SC-SUP015-DRG0815,No,7.43,0.0,1,3,0.0,0.0,0,0,0
3258,0x48fc846fac886e36c57b146cb47d5ea0a66f8b2e0a85f5ce07db870648d8b389,0x1cc4e7a05f07c86082565a825781b4aaa055020bfcdc75b417ddb7aedc57aa04,BAT000815,DRG0815,Amoxicillin 250mg Variant-814,SUP015,Quality_Check,QC_Inspector,ACT5499,2024-07-07,Bengaluru Pharma Hub,3053,5162.53,Verified,Node_Bengaluru|Node_Mumbai|Node_Delhi|Node_Hyderabad|Node_Chennai,100.0,SC-SUP015-DRG0815,No,1.48,0.0,2,3,0.0,120.0,0,0,0
3259,0x8371cee7c76f875555c5b4576dc83117e9da240153fecd5b65c0670922020428,0x48fc846fac886e36c57b146cb47d5ea0a66f8b2e0a85f5ce07db870648d8b389,BAT000815,DRG0815,Amoxicillin 250mg Variant-814,SUP015,Dispatch,Logistics_Manager,ACT5885,2024-07-09,Hyderabad Depot,3053,5162.53,Verified,Node_Delhi|Node_Mumbai|Node_Hyderabad,60.0,SC-SUP015-DRG0815,No,6.58,0.0,2,3,0.0,48.0,1,0,0
3260,0x3d406e563157bf695167758afdecb47fab677ff29274f7c906745fb2942a5e1d,0x8371cee7c76f875555c5b4576dc83117e9da240153fecd5b65c0670922020428,BAT000815,DRG0815,Amoxicillin 250mg Variant-814,SUP015,Received,Distributor,ACT4773,2024-07-13,Pune Distribution,3053,5162.53,Verified,Node_Mumbai|Node_Chennai|Node_Delhi,60.0,SC-SUP015-DRG0815,No,2.41,0.0,2,3,0.0,96.0,1,0,0
3261,0x2310e07936c479c5e9f2225220e8b148d5b25783011fb287ed3d9a3b958f9e01,0x3d406e563157bf695167758afdecb47fab677ff29274f7c906745fb2942a5e1d,BAT000816,DRG0816,Amoxicillin 250mg Variant-815,SUP016,Production,Manufacturer,ACT6540,2024-10-04,Mumbai Warehouse,4204,10879.86,Verified,Node_Hyderabad|Node_Delhi|Node_Mumbai|Node_Bengaluru|Node_Chennai,100.0,SC-SUP016-DRG0816,No,3.8,0.0,1,3,0.0,0.0,0,0,0
3262,0x934e42a36caa0f796d6d0098a4750f29d29be3ff8adea23e3b108c436428b8f7,0x2310e07936c479c5e9f2225220e8b148d5b25783011fb287ed3d9a3b958f9e01,BAT000816,DRG0816,Amoxicillin 250mg Variant-815,SUP016,Quality_Check,QC_Inspector,ACT6852,2024-10-05,Hyderabad Depot,4204,10879.86,Verified,Node_Chennai|Node_Delhi|Node_Mumbai|Node_Hyderabad,80.0,SC-SUP016-DRG0816,Yes,6.36,0.0,1,3,0.0,24.0,0,0,1
3263,0xdf44ffbf5ba4e9c06e060aaeb968bc6deeb1f5958b310a41da35c0ddca1ab699,0x934e42a36caa0f796d6d0098a4750f29d29be3ff8adea23e3b108c436428b8f7,BAT000816,DRG0816,Amoxicillin 250mg Variant-815,SUP016,Dispatch,Logistics_Manager,ACT5611,2024-10-09,Lucknow Store,4204,10879.86,Verified,Node_Delhi|Node_Hyderabad|Node_Mumbai|Node_Bengaluru,80.0,SC-SUP016-DRG0816,No,8.32,0.0,2,3,0.0,96.0,0,0,0
3264,0x55f2b0ffc8f0b7ede4ebf51a44d78e695af9600e80964fa9cff4445b11ee73de,0xdf44ffbf5ba4e9c06e060aaeb968bc6deeb1f5958b310a41da35c0ddca1ab699,BAT000816,DRG0816,Amoxicillin 250mg Variant-815,SUP016,Received,Distributor,ACT4870,2024-10-12,Bengaluru Pharma Hub,4204,10879.86,Verified,Node_Mumbai|Node_Hyderabad|Node_Delhi,60.0,SC-SUP016-DRG0816,No,7.99,0.0,2,3,0.0,72.0,1,0,0
3265,0xba2c21b0995241493c287c55373794b2c6489b0d958820d1d829d1026d3f43d7,0x55f2b0ffc8f0b7ede4ebf51a44d78e695af9600e80964fa9cff4445b11ee73de,BAT000817,DRG0817,Amoxicillin 250mg Variant-816,SUP014,Production,Manufacturer,ACT5239,2025-07-25,Ahmedabad Hub,4634,2790.82,Verified,Node_Chennai|Node_Mumbai|Node_Hyderabad|Node_Bengaluru|Node_Delhi,100.0,SC-SUP014-DRG0817,No,1.26,0.0,2,2,0.0,0.0,0,0,0
3266,0x76412b83d481d5149ec485b42de77a4333aa61edc3d384fc21a52dcc00fe8493,0xba2c21b0995241493c287c55373794b2c6489b0d958820d1d829d1026d3f43d7,BAT000817,DRG0817,Amoxicillin 250mg Variant-816,SUP014,Quality_Check,QC_Inspector,ACT6080,2025-07-30,Hyderabad Depot,4634,2790.82,Verified,Node_Bengaluru|Node_Delhi|Node_Mumbai,60.0,SC-SUP014-DRG0817,No,1.41,0.0,1,2,0.0,120.0,1,0,0
3267,0x9ac3f56b0f53fb5917f83533d591d34057d2cd8a04b90fc20abb9262184878be,0x76412b83d481d5149ec485b42de77a4333aa61edc3d384fc21a52dcc00fe8493,BAT000817,DRG0817,Amoxicillin 250mg Variant-816,SUP014,Dispatch,Logistics_Manager,ACT6057,2025-07-31,Ahmedabad Hub,4634,2790.82,Verified,Node_Chennai|Node_Bengaluru|Node_Mumbai,60.0,SC-SUP014-DRG0817,No,2.68,0.0,1,2,0.0,24.0,1,0,0
3268,0x414b7431239dc45d883fbfef557f097dfb4be7c8791634e537bbb8c6a0b1f66d,0x9ac3f56b0f53fb5917f83533d591d34057d2cd8a04b90fc20abb9262184878be,BAT000817,DRG0817,Amoxicillin 250mg Variant-816,SUP014,Received,Distributor,ACT4070,2025-08-05,Bengaluru Pharma Hub,4634,2790.82,Verified,Node_Bengaluru|Node_Mumbai|Node_Chennai|Node_Delhi|Node_Hyderabad,100.0,SC-SUP014-DRG0817,No,4.86,0.0,1,2,0.0,120.0,0,0,0
3269,0x85063e9fe0769b76f5db59f1a01735ff0705f209e90333713f99a5529ea6f811,0x414b7431239dc45d883fbfef557f097dfb4be7c8791634e537bbb8c6a0b1f66d,BAT000818,DRG0818,Amoxicillin 250mg Variant-817,SUP008,Production,Manufacturer,ACT5699,2024-07-18,Lucknow Store,1799,7970.12,Verified,Node_Mumbai|Node_Hyderabad|Node_Delhi|Node_Bengaluru|Node_Chennai,100.0,SC-SUP008-DRG0818,No,3.89,0.0,1,3,0.0,0.0,0,0,0
3270,0xf93a682e3f286f7d42b83e8e9467d06282fe69f9c50a6970773db531024f9473,0x85063e9fe0769b76f5db59f1a01735ff0705f209e90333713f99a5529ea6f811,BAT000818,DRG0818,Amoxicillin 250mg Variant-817,SUP008,Quality_Check,QC_Inspector,ACT1517,2024-07-19,Pune Distribution,1799,7970.12,Verified,Node_Delhi|Node_Mumbai|Node_Bengaluru,60.0,SC-SUP008-DRG0818,No,2.94,0.0,1,3,0.0,24.0,1,0,0
3271,0x345b0f41522ed358daa50ca01f434d4617f975556d05c1a883c15420bc9b1299,0xf93a682e3f286f7d42b83e8e9467d06282fe69f9c50a6970773db531024f9473,BAT000818,DRG0818,Amoxicillin 250mg Variant-817,SUP008,Dispatch,Logistics_Manager,ACT9970,2024-07-23,Delhi Cold Hub,1799,7970.12,Verified,Node_Bengaluru|Node_Delhi|Node_Mumbai|Node_Hyderabad|Node_Chennai,100.0,SC-SUP008-DRG0818,Yes,6.56,0.0,1,3,0.0,96.0,0,0,1
3272,0xbf05e5e857782682bb79535a6a42b1eadc14ff1cb8c9093c7b945aa36edec4be,0x345b0f41522ed358daa50ca01f434d4617f975556d05c1a883c15420bc9b1299,BAT000818,DRG0818,Amoxicillin 250mg Variant-817,SUP008,Received,Distributor,ACT7972,2024-07-25,Bengaluru Pharma Hub,1799,7970.12,Verified,Node_Mumbai|Node_Delhi|Node_Hyderabad|Node_Bengaluru|Node_Chennai,100.0,SC-SUP008-DRG0818,No,8.29,0.0,1,3,0.0,48.0,0,0,0
3273,0x33a0eeef2b328a26fcd8be06ce753873b887f761d40f91733072e28513763d9e,0xbf05e5e857782682bb79535a6a42b1eadc14ff1cb8c9093c7b945aa36edec4be,BAT000819,DRG0819,Amoxicillin 250mg Variant-818,SUP003,Production,Manufacturer,ACT6465,2025-06-05,Hyderabad Depot,2073,9042.2,Verified,Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Bengaluru,80.0,SC-SUP003-DRG0819,No,2.14,0.0,2,3,0.0,0.0,0,0,0
3274,0xb940932994504281ef02166e42d47f75d4dc6104be5df3ab51d21eb3a7eb0e73,0x33a0eeef2b328a26fcd8be06ce753873b887f761d40f91733072e28513763d9e,BAT000819,DRG0819,Amoxicillin 250mg Variant-818,SUP003,Quality_Check,QC_Inspector,ACT8860,2025-06-07,Lucknow Store,2073,9042.2,Verified,Node_Hyderabad|Node_Bengaluru|Node_Chennai,60.0,SC-SUP003-DRG0819,No,4.52,0.0,1,3,0.0,48.0,1,0,0
3275,0x1c4a2d2e32e56f63dc6ef9f9287fdddbb58e836f679085a5664bbccaa455dab1,0xb940932994504281ef02166e42d47f75d4dc6104be5df3ab51d21eb3a7eb0e73,BAT000819,DRG0819,Amoxicillin 250mg Variant-818,SUP003,Dispatch,Logistics_Manager,ACT5348,2025-06-12,Kolkata Cold Chain,2073,9042.2,Verified,Node_Hyderabad|Node_Mumbai|Node_Delhi|Node_Chennai,80.0,SC-SUP003-DRG0819,No,4.13,0.0,1,3,0.0,120.0,0,0,0
3276,0xeb4af9fac5e969d621ddb7319b0b17c63980a8ba0eb6745a59bc42015b7d285b,0x1c4a2d2e32e56f63dc6ef9f9287fdddbb58e836f679085a5664bbccaa455dab1,BAT000819,DRG0819,Amoxicillin 250mg Variant-818,SUP003,Received,Distributor,ACT1044,2025-06-17,Bengaluru Pharma Hub,2073,9042.2,Verified,Node_Hyderabad|Node_Bengaluru|Node_Mumbai|Node_Chennai,80.0,SC-SUP003-DRG0819,No,4.02,0.0,1,3,0.0,120.0,0,0,0
3277,0xfe8ba16f0f8f27787a520ac448d05cf203fc029c0104b5b056c3ae543ef13679,0xeb4af9fac5e969d621ddb7319b0b17c63980a8ba0eb6745a59bc42015b7d285b,BAT000820,DRG0820,Amoxicillin 250mg Variant-819,SUP020,Production,Manufacturer,ACT2064,2025-04-03,Bengaluru Pharma Hub,1093,7380.67,Verified,Node_Mumbai|Node_Hyderabad|Node_Delhi,60.0,SC-SUP020-DRG0820,No,7.7,0.0,1,1,0.0,0.0,1,0,0
